Teacher,Gradebook,Department,Student ID,Student Name,Grade Level,Team,Counselor,Full Year Average,Full Year Letter Grade,FG Average,FG Letter Grade
"Olshalsky, Nicole","PE2050/5 - Physical Education/Driver Ed 10, MTWR, Per. 5 (FY)",Phys. Ed. / Health,159,"Lamar, Kendrick",10,,"Donnelly, Marin",0%,A+,98.3,A+
"Olshalsky, Nicole","PE2050/5 - Physical Education/Driver Ed 10, MTWR, Per. 5 (FY)",Phys. Ed. / Health,161,"Diab, Amr",10,,"Donnelly, Marin",0%,A+,95.8,A
"Olshalsky, Nicole","PE2050/5 - Physical Education/Driver Ed 10, MTWR, Per. 5 (FY)",Phys. Ed. / Health,163,"Derbez, Eugenio",10,,"Donnelly, Marin",0%,A+,98.2,A+
"Olshalsky, Nicole","PE2050/5 - Physical Education/Driver Ed 10, MTWR, Per. 5 (FY)",Phys. Ed. / Health,168,"Deshmukh, Riteish",10,,"Donnelly, Marin",0%,A,93.6,A
"Olshalsky, Nicole","PE2050/5 - Physical Education/Driver Ed 10, MTWR, Per. 5 (FY)",Phys. Ed. / Health,171,"Brand, Russell",10,,"Schneider, Cristina",0%,A,93.9,A
"Olshalsky, Nicole","PE2050/5 - Physical Education/Driver Ed 10, MTWR, Per. 5 (FY)",Phys. Ed. / Health,179,"Balvin, Jack",10,,"Schneider, Cristina",0%,A-,92.8,A
"Olshalsky, Nicole","PE2050/5 - Physical Education/Driver Ed 10, MTWR, Per. 5 (FY)",Phys. Ed. / Health,181,"Marquezine, Bruna",10,,"Schneider, Cristina",0%,A,95.4,A
"Olshalsky, Nicole","PE2050/5 - Physical Education/Driver Ed 10, MTWR, Per. 5 (FY)",Phys. Ed. / Health,188,"Clifford, Michael",10,,"Schneider, Cristina",0%,A+,95.4,A
"Olshalsky, Nicole","PE2050/5 - Physical Education/Driver Ed 10, MTWR, Per. 5 (FY)",Phys. Ed. / Health,191,"Turing, Alan",10,,"Schneider, Cristina",0%,A,94.5,A
"Olshalsky, Nicole","PE2050/5 - Physical Education/Driver Ed 10, MTWR, Per. 5 (FY)",Phys. Ed. / Health,196,"Kroos, Toni",10,,"Schneider, Cristina",0%,A+,95.2,A
"Olshalsky, Nicole","PE2050/5 - Physical Education/Driver Ed 10, MTWR, Per. 5 (FY)",Phys. Ed. / Health,199,"Jepsen, CarlyRae",10,,"Schneider, Cristina",0%,A-,89.6,A-
"Sandhage, Lorrie","PE2050/6 - Physical Education/Driver Ed 10, MTWF, Per. 6 (FY)",Phys. Ed. / Health,1,"Bieber, Justin",10,,"Petzold, Alexa",0%,A,94.5,A
"Sandhage, Lorrie","PE2050/6 - Physical Education/Driver Ed 10, MTWF, Per. 6 (FY)",Phys. Ed. / Health,11,"Gates, Bill",10,,"Petzold, Alexa",0%,A,93.6,A
"Sandhage, Lorrie","PE2050/6 - Physical Education/Driver Ed 10, MTWF, Per. 6 (FY)",Phys. Ed. / Health,17,"James, Lebron",10,,"Petzold, Alexa",0%,A+,97,A
"Sandhage, Lorrie","PE2050/6 - Physical Education/Driver Ed 10, MTWF, Per. 6 (FY)",Phys. Ed. / Health,38,"Tate, Andrew",10,,"Petzold, Alexa",0%,A,96.2,A
"Sandhage, Lorrie","PE2050/6 - Physical Education/Driver Ed 10, MTWF, Per. 6 (FY)",Phys. Ed. / Health,39,"West, Kanye",10,,"Petzold, Alexa",0%,A,96.7,A
"Sandhage, Lorrie","PE2050/6 - Physical Education/Driver Ed 10, MTWF, Per. 6 (FY)",Phys. Ed. / Health,40,"Keys, Alicia",10,,"Petzold, Alexa",0%,A,95.4,A
"Sandhage, Lorrie","PE2050/6 - Physical Education/Driver Ed 10, MTWF, Per. 6 (FY)",Phys. Ed. / Health,48,"Iniesta, Andrés",10,,"Petzold, Alexa",0%,A+,97,A
"Sandhage, Lorrie","PE2050/6 - Physical Education/Driver Ed 10, MTWF, Per. 6 (FY)",Phys. Ed. / Health,54,"Sehwag, Virender",10,,"Petzold, Alexa",0%,A,95.5,A
"Sandhage, Lorrie","PE2050/6 - Physical Education/Driver Ed 10, MTWF, Per. 6 (FY)",Phys. Ed. / Health,57,"Obama, Michelle",10,,"Petzold, Alexa",0%,A,96.7,A
"Sandhage, Lorrie","PE2050/6 - Physical Education/Driver Ed 10, MTWF, Per. 6 (FY)",Phys. Ed. / Health,59,"Ziegler, Zendaya",10,,"Petzold, Alexa",0%,A,94.9,A
"Sandhage, Lorrie","PE2050/6 - Physical Education/Driver Ed 10, MTWF, Per. 6 (FY)",Phys. Ed. / Health,64,"Martin, Ricky",10,,"Casamento, Steven P",0%,A,93.7,A
"Sandhage, Lorrie","PE2050/6 - Physical Education/Driver Ed 10, MTWF, Per. 6 (FY)",Phys. Ed. / Health,65,"Guetta, David",10,,"Casamento, Steven P",0%,A+,97,A
"Sandhage, Lorrie","PE2050/6 - Physical Education/Driver Ed 10, MTWF, Per. 6 (FY)",Phys. Ed. / Health,66,"Dogg, Snoop",10,,"Casamento, Steven P",0%,A,93.3,A
"Sandhage, Lorrie","PE2050/6 - Physical Education/Driver Ed 10, MTWF, Per. 6 (FY)",Phys. Ed. / Health,67,"Raina, Suresh",10,,"Casamento, Steven P",0%,A,96.1,A
"Sandhage, Lorrie","PE2050/6 - Physical Education/Driver Ed 10, MTWF, Per. 6 (FY)",Phys. Ed. / Health,69,"Sanz, Alejandro",10,,"Casamento, Steven P",0%,A+,97.3,A
"Sandhage, Lorrie","PE2050/6 - Physical Education/Driver Ed 10, MTWF, Per. 6 (FY)",Phys. Ed. / Health,70,"Kher, Anupam",10,,"Casamento, Steven P",0%,A+,97,A
"Sandhage, Lorrie","PE2050/6 - Physical Education/Driver Ed 10, MTWF, Per. 6 (FY)",Phys. Ed. / Health,72,"Dicaprio, Leonardo",10,,"Casamento, Steven P",0%,A+,97.3,A
"Sandhage, Lorrie","PE2050/6 - Physical Education/Driver Ed 10, MTWF, Per. 6 (FY)",Phys. Ed. / Health,78,"Sheeran, Ed",10,,"Casamento, Steven P",0%,A+,97.5,A+
"Sandhage, Lorrie","PE2050/6 - Physical Education/Driver Ed 10, MTWF, Per. 6 (FY)",Phys. Ed. / Health,91,"Johnson, Dwayne",10,,"Casamento, Steven P",0%,A,93.3,A
"Sandhage, Lorrie","PE2050/6 - Physical Education/Driver Ed 10, MTWF, Per. 6 (FY)",Phys. Ed. / Health,103,"Knowles, Beyoncé",10,,"Casamento, Steven P",0%,A,95.7,A
"Sandhage, Lorrie","PE2050/6 - Physical Education/Driver Ed 10, MTWF, Per. 6 (FY)",Phys. Ed. / Health,117,"Jackman, Hugh",10,,"Casamento, Steven P",0%,A+,97.3,A
"Sandhage, Lorrie","PE2050/6 - Physical Education/Driver Ed 10, MTWF, Per. 6 (FY)",Phys. Ed. / Health,118,"Degrasse-Tyson, Neil",10,,"Casamento, Steven P",0%,A+,97.5,A+
"Sandhage, Lorrie","PE2050/6 - Physical Education/Driver Ed 10, MTWF, Per. 6 (FY)",Phys. Ed. / Health,126,"Levine, Adam",10,,"Donnelly, Marin",0%,A,94.9,A
"Sandhage, Lorrie","PE2050/6 - Physical Education/Driver Ed 10, MTWF, Per. 6 (FY)",Phys. Ed. / Health,127,"Cole, John",10,,"Donnelly, Marin",0%,A,96.2,A
"Sandhage, Lorrie","PE2050/6 - Physical Education/Driver Ed 10, MTWF, Per. 6 (FY)",Phys. Ed. / Health,143,"Tisdale, Ashley",10,,"Donnelly, Marin",0%,A+,97.4,A
"Sandhage, Lorrie","PE2050/6 - Physical Education/Driver Ed 10, MTWF, Per. 6 (FY)",Phys. Ed. / Health,144,"Vieira, Marcelo",10,,"Donnelly, Marin",0%,A,96.1,A
"Sandhage, Lorrie","PE2050/6 - Physical Education/Driver Ed 10, MTWF, Per. 6 (FY)",Phys. Ed. / Health,146,"Puyol, Carles",10,,"Donnelly, Marin",0%,A,96.7,A
"Sandhage, Lorrie","PE2050/6 - Physical Education/Driver Ed 10, MTWF, Per. 6 (FY)",Phys. Ed. / Health,150,"Maya, Luna",10,,"Donnelly, Marin",0%,A+,97.5,A+
"Sandhage, Lorrie","PE2050/6 - Physical Education/Driver Ed 10, MTWF, Per. 6 (FY)",Phys. Ed. / Health,152,"Kimmel, Jimmy",10,,"Donnelly, Marin",0%,A,96,A
"Sandhage, Lorrie","PE2050/6 - Physical Education/Driver Ed 10, MTWF, Per. 6 (FY)",Phys. Ed. / Health,184,"Sheen, Charlie",10,,"Schneider, Cristina",0%,A,95.7,A
"Sandhage, Lorrie","PE2050/6 - Physical Education/Driver Ed 10, MTWF, Per. 6 (FY)",Phys. Ed. / Health,190,"Cooper, Anderson",10,,"Schneider, Cristina",0%,A,96,A
"Sandhage, Lorrie","PE2050/6 - Physical Education/Driver Ed 10, MTWF, Per. 6 (FY)",Phys. Ed. / Health,203,"Alves, Daniel",10,,"Schneider, Cristina",0%,A,94.9,A
"Sandhage, Lorrie","PE2050/6 - Physical Education/Driver Ed 10, MTWF, Per. 6 (FY)",Phys. Ed. / Health,208,"Andriana, Raisa",10,,"Schneider, Cristina",0%,A,96.4,A
"Aliprantis, Anthony J","PE2050/7 - Physical Education/Driver Ed 10, MTRF, Per. 7 (FY)",Phys. Ed. / Health,5,"Swift, Taylor",10,,"Petzold, Alexa",0%,A+,97.9,A+
"Aliprantis, Anthony J","PE2050/7 - Physical Education/Driver Ed 10, MTRF, Per. 7 (FY)",Phys. Ed. / Health,7,"Degeneres, Ellen",10,,"Petzold, Alexa",0%,A,93.6,A
"Aliprantis, Anthony J","PE2050/7 - Physical Education/Driver Ed 10, MTRF, Per. 7 (FY)",Phys. Ed. / Health,8,"Kardashian, Kim",10,,"Petzold, Alexa",0%,A+,97.9,A+
"Aliprantis, Anthony J","PE2050/7 - Physical Education/Driver Ed 10, MTRF, Per. 7 (FY)",Phys. Ed. / Health,15,"Shakira, Shakira",10,,"Petzold, Alexa",0%,A+,96.9,A
"Aliprantis, Anthony J","PE2050/7 - Physical Education/Driver Ed 10, MTRF, Per. 7 (FY)",Phys. Ed. / Health,19,"Bachchan, Amitabh",10,,"Petzold, Alexa",0%,A+,98.2,A+
"Aliprantis, Anthony J","PE2050/7 - Physical Education/Driver Ed 10, MTRF, Per. 7 (FY)",Phys. Ed. / Health,23,"Khan, Salman",10,,"Petzold, Alexa",0%,A+,97.4,A
"Aliprantis, Anthony J","PE2050/7 - Physical Education/Driver Ed 10, MTRF, Per. 7 (FY)",Phys. Ed. / Health,27,"Horan, Niall",10,,"Petzold, Alexa",0%,A+,98.9,A+
"Aliprantis, Anthony J","PE2050/7 - Physical Education/Driver Ed 10, MTRF, Per. 7 (FY)",Phys. Ed. / Health,31,"Hart, Kevin",10,,"Petzold, Alexa",0%,A,92.4,A-
"Aliprantis, Anthony J","PE2050/7 - Physical Education/Driver Ed 10, MTRF, Per. 7 (FY)",Phys. Ed. / Health,32,"Crowe, Cameron",10,,"Petzold, Alexa",0%,A,93.6,A
"Aliprantis, Anthony J","PE2050/7 - Physical Education/Driver Ed 10, MTRF, Per. 7 (FY)",Phys. Ed. / Health,44,"Mendes, Shawn",10,,"Petzold, Alexa",0%,A-,91.6,A-
"Aliprantis, Anthony J","PE2050/7 - Physical Education/Driver Ed 10, MTRF, Per. 7 (FY)",Phys. Ed. / Health,51,"Tosh, Daniel",10,,"Petzold, Alexa",0%,A+,98.4,A+
"Aliprantis, Anthony J","PE2050/7 - Physical Education/Driver Ed 10, MTRF, Per. 7 (FY)",Phys. Ed. / Health,58,"Alia, Shaandaar",10,,"Petzold, Alexa",0%,A+,98.4,A+
"Aliprantis, Anthony J","PE2050/7 - Physical Education/Driver Ed 10, MTRF, Per. 7 (FY)",Phys. Ed. / Health,63,"Piqué, Gerard",10,,"Casamento, Steven P",0%,A+,97.9,A+
"Aliprantis, Anthony J","PE2050/7 - Physical Education/Driver Ed 10, MTRF, Per. 7 (FY)",Phys. Ed. / Health,68,"Shelton, Blake",10,,"Casamento, Steven P",0%,A+,96.9,A
"Aliprantis, Anthony J","PE2050/7 - Physical Education/Driver Ed 10, MTRF, Per. 7 (FY)",Phys. Ed. / Health,75,"Rodríguez, James",10,,"Casamento, Steven P",0%,A+,98.4,A+
"Aliprantis, Anthony J","PE2050/7 - Physical Education/Driver Ed 10, MTRF, Per. 7 (FY)",Phys. Ed. / Health,84,"Kutcher, Ashton",10,,"Casamento, Steven P",0%,A,94.9,A
"Aliprantis, Anthony J","PE2050/7 - Physical Education/Driver Ed 10, MTRF, Per. 7 (FY)",Phys. Ed. / Health,89,"Aguilera, Christina",10,,"Schneider, Cristina",0%,A,94.9,A
"Aliprantis, Anthony J","PE2050/7 - Physical Education/Driver Ed 10, MTRF, Per. 7 (FY)",Phys. Ed. / Health,94,"Black, Jack",10,,"Casamento, Steven P",0%,A+,98,A+
"Aliprantis, Anthony J","PE2050/7 - Physical Education/Driver Ed 10, MTRF, Per. 7 (FY)",Phys. Ed. / Health,97,"O'Neill, Shaq",10,,"Casamento, Steven P",0%,A+,96.4,A
"Aliprantis, Anthony J","PE2050/7 - Physical Education/Driver Ed 10, MTRF, Per. 7 (FY)",Phys. Ed. / Health,100,"Evans, Chris",10,,"Casamento, Steven P",0%,A+,97.9,A+
"Aliprantis, Anthony J","PE2050/7 - Physical Education/Driver Ed 10, MTRF, Per. 7 (FY)",Phys. Ed. / Health,119,"Leitte, Claudia",10,,"Casamento, Steven P",0%,A+,96.4,A
"Aliprantis, Anthony J","PE2050/7 - Physical Education/Driver Ed 10, MTRF, Per. 7 (FY)",Phys. Ed. / Health,138,"Federer, Roger",10,,"Donnelly, Marin",0%,A,95.4,A
"Aliprantis, Anthony J","PE2050/7 - Physical Education/Driver Ed 10, MTRF, Per. 7 (FY)",Phys. Ed. / Health,140,"Akhtar, Farhan",10,,"Donnelly, Marin",0%,A,94.7,A
"Aliprantis, Anthony J","PE2050/7 - Physical Education/Driver Ed 10, MTRF, Per. 7 (FY)",Phys. Ed. / Health,142,"Fry, Stephen",10,,"Donnelly, Marin",0%,A+,97.9,A+
"Aliprantis, Anthony J","PE2050/7 - Physical Education/Driver Ed 10, MTRF, Per. 7 (FY)",Phys. Ed. / Health,149,"Raymond, Usher",10,,"Donnelly, Marin",0%,A+,98,A+
"Aliprantis, Anthony J","PE2050/7 - Physical Education/Driver Ed 10, MTRF, Per. 7 (FY)",Phys. Ed. / Health,155,"Santana, Luan",10,,"Donnelly, Marin",0%,A,93.1,A
"Aliprantis, Anthony J","PE2050/7 - Physical Education/Driver Ed 10, MTRF, Per. 7 (FY)",Phys. Ed. / Health,162,"Werneck, Tata",10,,"Donnelly, Marin",0%,A-,93.9,A
"Aliprantis, Anthony J","PE2050/7 - Physical Education/Driver Ed 10, MTRF, Per. 7 (FY)",Phys. Ed. / Health,177,"Williams, Pharrell",10,,"Schneider, Cristina",0%,A,95.1,A
"Aliprantis, Anthony J","PE2050/7 - Physical Education/Driver Ed 10, MTRF, Per. 7 (FY)",Phys. Ed. / Health,194,"Bisbal, David",10,,"Schneider, Cristina",0%,A-,91.6,A-
"Aliprantis, Anthony J","PE2050/7 - Physical Education/Driver Ed 10, MTRF, Per. 7 (FY)",Phys. Ed. / Health,204,"Rogen, Seth",10,,"Schneider, Cristina",0%,A+,97.4,A
"Aliprantis, Anthony J","PE2050/7 - Physical Education/Driver Ed 10, MTRF, Per. 7 (FY)",Phys. Ed. / Health,205,"Anthony, Carmelo",10,,"Schneider, Cristina",0%,A+,98.1,A+
"Sandhage, Lorrie","PE2050/8 - Physical Education/Driver Ed 10, MWRF, Per. 8 (FY)",Phys. Ed. / Health,4,"Ronaldo, Cristiano",10,,"Petzold, Alexa",0%,A+,97.3,A
"Sandhage, Lorrie","PE2050/8 - Physical Education/Driver Ed 10, MWRF, Per. 8 (FY)",Phys. Ed. / Health,6,"Musk, Elon",10,,"Petzold, Alexa",0%,A+,97.5,A+
"Sandhage, Lorrie","PE2050/8 - Physical Education/Driver Ed 10, MWRF, Per. 8 (FY)",Phys. Ed. / Health,13,"Spears, Britney",10,,"Petzold, Alexa",0%,A+,97,A
"Sandhage, Lorrie","PE2050/8 - Physical Education/Driver Ed 10, MWRF, Per. 8 (FY)",Phys. Ed. / Health,22,"Kumar, Akshay",10,,"Petzold, Alexa",0%,B+,88.6,B+
"Sandhage, Lorrie","PE2050/8 - Physical Education/Driver Ed 10, MWRF, Per. 8 (FY)",Phys. Ed. / Health,33,"Tomlinson, Louis",10,,"Petzold, Alexa",0%,A,96.5,A
"Sandhage, Lorrie","PE2050/8 - Physical Education/Driver Ed 10, MWRF, Per. 8 (FY)",Phys. Ed. / Health,36,"Roshan, Hrithik",10,,"Petzold, Alexa",0%,A,96,A
"Sandhage, Lorrie","PE2050/8 - Physical Education/Driver Ed 10, MWRF, Per. 8 (FY)",Phys. Ed. / Health,45,"Kardashian, Kourtney",10,,"Petzold, Alexa",0%,A,95.5,A
"Sandhage, Lorrie","PE2050/8 - Physical Education/Driver Ed 10, MWRF, Per. 8 (FY)",Phys. Ed. / Health,47,"Harris, Neil",10,,"Petzold, Alexa",0%,A+,97.3,A
"Sandhage, Lorrie","PE2050/8 - Physical Education/Driver Ed 10, MWRF, Per. 8 (FY)",Phys. Ed. / Health,49,"Prancer, Pitbull",10,,"Petzold, Alexa",0%,A,96.5,A
"Sandhage, Lorrie","PE2050/8 - Physical Education/Driver Ed 10, MWRF, Per. 8 (FY)",Phys. Ed. / Health,52,"Rahman, Bill",10,,"Petzold, Alexa",0%,A+,97.3,A
"Sandhage, Lorrie","PE2050/8 - Physical Education/Driver Ed 10, MWRF, Per. 8 (FY)",Phys. Ed. / Health,74,"Ramos, Sergio",10,,"Casamento, Steven P",0%,A+,97.5,A+
"Sandhage, Lorrie","PE2050/8 - Physical Education/Driver Ed 10, MWRF, Per. 8 (FY)",Phys. Ed. / Health,82,"Falcao, Radamel",10,,"Casamento, Steven P",0%,A+,97.5,A+
"Sandhage, Lorrie","PE2050/8 - Physical Education/Driver Ed 10, MWRF, Per. 8 (FY)",Phys. Ed. / Health,85,"Gentili, Danilo",10,,"Casamento, Steven P",0%,A+,97.3,A
"Sandhage, Lorrie","PE2050/8 - Physical Education/Driver Ed 10, MWRF, Per. 8 (FY)",Phys. Ed. / Health,96,"Nadal, Rafa",10,,"Casamento, Steven P",0%,A+,97,A
"Sandhage, Lorrie","PE2050/8 - Physical Education/Driver Ed 10, MWRF, Per. 8 (FY)",Phys. Ed. / Health,102,"Kapoor, Shaandaar",10,,"Casamento, Steven P",0%,A,95.5,A
"Sandhage, Lorrie","PE2050/8 - Physical Education/Driver Ed 10, MWRF, Per. 8 (FY)",Phys. Ed. / Health,104,"Coelho, Paulo",10,,"Casamento, Steven P",0%,A-,93.1,A
"Sandhage, Lorrie","PE2050/8 - Physical Education/Driver Ed 10, MWRF, Per. 8 (FY)",Phys. Ed. / Health,106,"Devgn, Ajay",10,,"Casamento, Steven P",0%,A,93.9,A
"Sandhage, Lorrie","PE2050/8 - Physical Education/Driver Ed 10, MWRF, Per. 8 (FY)",Phys. Ed. / Health,108,"Yankee, Daddy",10,,"Casamento, Steven P",0%,A,96.5,A
"Sandhage, Lorrie","PE2050/8 - Physical Education/Driver Ed 10, MWRF, Per. 8 (FY)",Phys. Ed. / Health,120,"Neto, Felipe",10,,"Casamento, Steven P",0%,A+,97.5,A+
"Sandhage, Lorrie","PE2050/8 - Physical Education/Driver Ed 10, MWRF, Per. 8 (FY)",Phys. Ed. / Health,123,"Viceral, Jose",10,,"Donnelly, Marin",0%,A,96,A
"Sandhage, Lorrie","PE2050/8 - Physical Education/Driver Ed 10, MWRF, Per. 8 (FY)",Phys. Ed. / Health,129,"Rowling, J.K.",10,,"Donnelly, Marin",0%,A,95.2,A
"Sandhage, Lorrie","PE2050/8 - Physical Education/Driver Ed 10, MWRF, Per. 8 (FY)",Phys. Ed. / Health,133,"Songz, Trey",10,,"Donnelly, Marin",0%,A,93.6,A
"Sandhage, Lorrie","PE2050/8 - Physical Education/Driver Ed 10, MWRF, Per. 8 (FY)",Phys. Ed. / Health,151,"Harris, Calvin",10,,"Donnelly, Marin",0%,A,95,A
"Sandhage, Lorrie","PE2050/8 - Physical Education/Driver Ed 10, MWRF, Per. 8 (FY)",Phys. Ed. / Health,160,"Kaling, Mindy",10,,"Donnelly, Marin",0%,A,95.7,A
"Sandhage, Lorrie","PE2050/8 - Physical Education/Driver Ed 10, MWRF, Per. 8 (FY)",Phys. Ed. / Health,165,"Bastos, Rafinha",10,,"Donnelly, Marin",0%,A+,96.8,A
"Sandhage, Lorrie","PE2050/8 - Physical Education/Driver Ed 10, MWRF, Per. 8 (FY)",Phys. Ed. / Health,166,"Ferdinand, Rio",10,,"Donnelly, Marin",0%,C,96.2,A
"Sandhage, Lorrie","PE2050/8 - Physical Education/Driver Ed 10, MWRF, Per. 8 (FY)",Phys. Ed. / Health,173,"Corden, James",10,,"Schneider, Cristina",0%,A,93.9,A
"Sandhage, Lorrie","PE2050/8 - Physical Education/Driver Ed 10, MWRF, Per. 8 (FY)",Phys. Ed. / Health,175,"Tata, Ratan",10,,"Schneider, Cristina",0%,A,96,A
"Sandhage, Lorrie","PE2050/8 - Physical Education/Driver Ed 10, MWRF, Per. 8 (FY)",Phys. Ed. / Health,182,"AlAbdullah, Rania",10,,"Schneider, Cristina",0%,A,93.9,A
"Sandhage, Lorrie","PE2050/8 - Physical Education/Driver Ed 10, MWRF, Per. 8 (FY)",Phys. Ed. / Health,185,"Tinelli, Marcelo",10,,"Schneider, Cristina",0%,A+,97.5,A+
"Sandhage, Lorrie","PE2050/8 - Physical Education/Driver Ed 10, MWRF, Per. 8 (FY)",Phys. Ed. / Health,192,"Jonas, Joe",10,,"Schneider, Cristina",0%,A+,96.8,A
"Sandhage, Lorrie","PE2050/8 - Physical Education/Driver Ed 10, MWRF, Per. 8 (FY)",Phys. Ed. / Health,193,"Oppenheimer, Robert",10,,"Schneider, Cristina",0%,A+,97.5,A+
"Sandhage, Lorrie","PE5100/2 - Physical Education: Unified, MTWF, Per. 2 (FY)",Phys. Ed. / Health,183,"Dixit-Nene, Madhuri",10,,"Schneider, Cristina",0%,A+,100,A+
"Sandhage, Lorrie","PE8142/1 - LLD Phys Ed/Drivers Education 10, MTWR, Per. 1 (FY)",Special Ed,3,"Fenti, Rihanna",10,,"Petzold, Alexa",0%,A+,100,A+
"Sandhage, Lorrie","PE8142/1 - LLD Phys Ed/Drivers Education 10, MTWR, Per. 1 (FY)",Special Ed,156,"Hosny, Mustafa",10,,"Donnelly, Marin",0%,A+,100,A+
"Sandhage, Lorrie","PE8142/2 - LLD Phys Ed/Drivers Education 10, MTWF, Per. 2 (FY)",Special Ed,124,"Kapoor, Shraddha",10,,"Donnelly, Marin",0%,A+,100,A+
"Sandhage, Lorrie","PE8142/2 - LLD Phys Ed/Drivers Education 10, MTWF, Per. 2 (FY)",Special Ed,134,"Cena, John",10,,"Donnelly, Marin",0%,A+,100,A+
"Sandhage, Lorrie","PE8142/2 - LLD Phys Ed/Drivers Education 10, MTWF, Per. 2 (FY)",Special Ed,148,"Silverman, Sarah",10,,"Donnelly, Marin",0%,A+,100,A+
"Olshalsky, Nicole","PE8196/1 - RISE Physical Education/DE 10, MTRF, Per. 3 (FY)",Special Ed,139,"Branson, Richard",10,,"Donnelly, Marin",0%,A,93.4,A
Whitfield / Schwartzman,"SC1800/2 - Biological Science (CP), MTWF, Per. 6,Lab 6 (FY)",Science,166,"Ferdinand, Rio",10,,"Donnelly, Marin",0%,C-,66.7,D+
Pugliese / McCarten,"SC2300/1 - Chemistry in the Community, MTWF, Per. 2,Lab 2 (FY)",Science,11,"Gates, Bill",10,,"Petzold, Alexa",0%,C,74,C
Pugliese / McCarten,"SC2300/1 - Chemistry in the Community, MTWF, Per. 2,Lab 2 (FY)",Science,13,"Spears, Britney",10,,"Petzold, Alexa",0%,A+,106.3,A+
Pugliese / McCarten,"SC2300/1 - Chemistry in the Community, MTWF, Per. 2,Lab 2 (FY)",Science,22,"Kumar, Akshay",10,,"Petzold, Alexa",0%,C+,82.7,B
Pugliese / McCarten,"SC2300/1 - Chemistry in the Community, MTWF, Per. 2,Lab 2 (FY)",Science,24,"Winfrey, Oprah",10,,"Petzold, Alexa",0%,C-,71.7,C-
Pugliese / McCarten,"SC2300/1 - Chemistry in the Community, MTWF, Per. 2,Lab 2 (FY)",Science,31,"Hart, Kevin",10,,"Petzold, Alexa",0%,D+,70.1,C-
Pugliese / McCarten,"SC2300/1 - Chemistry in the Community, MTWF, Per. 2,Lab 2 (FY)",Science,47,"Harris, Neil",10,,"Petzold, Alexa",0%,B-,79.7,B-
Pugliese / McCarten,"SC2300/1 - Chemistry in the Community, MTWF, Per. 2,Lab 2 (FY)",Science,57,"Obama, Michelle",10,,"Petzold, Alexa",0%,B+,88.1,B+
Pugliese / McCarten,"SC2300/1 - Chemistry in the Community, MTWF, Per. 2,Lab 2 (FY)",Science,126,"Levine, Adam",10,,"Donnelly, Marin",0%,C-,70.6,C-
Pugliese / McCarten,"SC2300/1 - Chemistry in the Community, MTWF, Per. 2,Lab 2 (FY)",Science,131,"Legend, John",10,,"Donnelly, Marin",0%,B+,87.6,B+
Pugliese / McCarten,"SC2300/1 - Chemistry in the Community, MTWF, Per. 2,Lab 2 (FY)",Science,146,"Puyol, Carles",10,,"Donnelly, Marin",0%,B-,81.2,B-
Pugliese / McCarten,"SC2300/1 - Chemistry in the Community, MTWF, Per. 2,Lab 2 (FY)",Science,162,"Werneck, Tata",10,,"Donnelly, Marin",0%,B-,80.7,B-
Pugliese / McCarten,"SC2300/1 - Chemistry in the Community, MTWF, Per. 2,Lab 2 (FY)",Science,174,"Cowell, Simon",10,,"Schneider, Cristina",0%,C-,71.6,C-
Pugliese / McCarten,"SC2300/2 - Chemistry in the Community, MTWF, Per. 6,Lab 6 (FY)",Science,7,"Degeneres, Ellen",10,,"Petzold, Alexa",0%,C+,76.3,C
Pugliese / McCarten,"SC2300/2 - Chemistry in the Community, MTWF, Per. 6,Lab 6 (FY)",Science,14,"Lovato, Demi",10,,"Petzold, Alexa",0%,D+,68.4,D+
Pugliese / McCarten,"SC2300/2 - Chemistry in the Community, MTWF, Per. 6,Lab 6 (FY)",Science,15,"Shakira, Shakira",10,,"Petzold, Alexa",0%,B-,83.9,B
Pugliese / McCarten,"SC2300/2 - Chemistry in the Community, MTWF, Per. 6,Lab 6 (FY)",Science,45,"Kardashian, Kourtney",10,,"Petzold, Alexa",0%,D+,67.2,D+
Pugliese / McCarten,"SC2300/2 - Chemistry in the Community, MTWF, Per. 6,Lab 6 (FY)",Science,52,"Rahman, Bill",10,,"Petzold, Alexa",0%,B,84.5,B
Pugliese / McCarten,"SC2300/2 - Chemistry in the Community, MTWF, Per. 6,Lab 6 (FY)",Science,101,"Ajram, Nancy",10,,"Casamento, Steven P",0%,A-,89.8,A-
Pugliese / McCarten,"SC2300/2 - Chemistry in the Community, MTWF, Per. 6,Lab 6 (FY)",Science,115,"Lima, Gusttavo",10,,"Casamento, Steven P",0%,A,93.7,A
Pugliese / McCarten,"SC2300/2 - Chemistry in the Community, MTWF, Per. 6,Lab 6 (FY)",Science,167,"Anthony, Marc",10,,"Donnelly, Marin",0%,C,73.9,C
Pugliese / McCarten,"SC2300/2 - Chemistry in the Community, MTWF, Per. 6,Lab 6 (FY)",Science,172,"Maher, Bill",10,,"Schneider, Cristina",0%,B+,86.3,B
Pugliese / McCarten,"SC2300/3 - Chemistry in the Community, MWRF, Per. 8,Lab 8 (FY)",Science,60,"Lavigne, Avril",10,,"Petzold, Alexa",0%,D+,65.1,D
Pugliese / McCarten,"SC2300/3 - Chemistry in the Community, MWRF, Per. 8,Lab 8 (FY)",Science,64,"Martin, Ricky",10,,"Casamento, Steven P",0%,C-,71.7,C-
