Teacher,Gradebook,Department,Student ID,Student Name,Grade Level,Team,Counselor,Full Year Average,Full Year Letter Grade,FG Average,FG Letter Grade
"Dinkey, John T","AR5410/1 - Photography, MTWR, Per. 5 (FY)",Fine Arts,31,"Hart, Kevin",10,,"Petzold, Alexa",0%,A-,90.28,A-
"Dinkey, John T","AR5410/1 - Photography, MTWR, Per. 5 (FY)",Fine Arts,72,"Dicaprio, Leonardo",10,,"Casamento, Steven P",0%,A-,90.81,A-
"Garretson, Danielle","AR5410/4 - Photography, MWRF, Per. 8 (FY)",Fine Arts,75,"Rodríguez, James",10,,"Casamento, Steven P",0%,A-,90.8,A-
"Garretson, Danielle","AR5410/4 - Photography, MWRF, Per. 8 (FY)",Fine Arts,97,"O'Neill, Shaq",10,,"Casamento, Steven P",0%,A,94.3,A
"Garretson, Danielle","AR5410/4 - Photography, MWRF, Per. 8 (FY)",Fine Arts,203,"Alves, Daniel",10,,"Schneider, Cristina",0%,A,94.3,A
"Garretson, Danielle","AR5410/4 - Photography, MWRF, Per. 8 (FY)",Fine Arts,208,"Andriana, Raisa",10,,"Schneider, Cristina",0%,A,95.7,A
"Dinkey, John T","AR6411/1 - Ceramics & Sculpture I, MTWR, Per. 1 (FY)",Fine Arts,105,"Yılmaz, Cem",10,,"Casamento, Steven P",0%,A-,91.19,A-
"Dinkey, John T","AR6411/1 - Ceramics & Sculpture I, MTWR, Per. 1 (FY)",Fine Arts,123,"Viceral, Jose",10,,"Donnelly, Marin",0%,B+,86.97,B+
"Dinkey, John T","AR6411/1 - Ceramics & Sculpture I, MTWR, Per. 1 (FY)",Fine Arts,126,"Levine, Adam",10,,"Donnelly, Marin",0%,C+,78.93,C+
"Dinkey, John T","AR6411/1 - Ceramics & Sculpture I, MTWR, Per. 1 (FY)",Fine Arts,136,"Kapoor, Sonam",10,,"Donnelly, Marin",0%,A,93.05,A
"Dinkey, John T","AR6411/1 - Ceramics & Sculpture I, MTWR, Per. 1 (FY)",Fine Arts,173,"Corden, James",10,,"Schneider, Cristina",0%,B+,88.03,B+
"Dinkey, John T","AR6411/1 - Ceramics & Sculpture I, MTWR, Per. 1 (FY)",Fine Arts,176,"Williams, Serena",10,,"Schneider, Cristina",0%,A-,90.78,A-
"Dinkey, John T","AR6411/1 - Ceramics & Sculpture I, MTWR, Per. 1 (FY)",Fine Arts,193,"Oppenheimer, Robert",10,,"Schneider, Cristina",0%,A,96.61,A
"Dinkey, John T","AR6411/2 - Ceramics & Sculpture I, MTRF, Per. 7 (FY)",Fine Arts,56,"Carey, Mariah",10,,"Petzold, Alexa",0%,A,91.27,A-
"Dinkey, John T","AR6411/2 - Ceramics & Sculpture I, MTRF, Per. 7 (FY)",Fine Arts,74,"Ramos, Sergio",10,,"Casamento, Steven P",0%,A,94.11,A
"Dinkey, John T","AR6411/2 - Ceramics & Sculpture I, MTRF, Per. 7 (FY)",Fine Arts,88,"Hilton, Paris",10,,"Casamento, Steven P",0%,A,94.08,A
"Dinkey, John T","AR6411/2 - Ceramics & Sculpture I, MTRF, Per. 7 (FY)",Fine Arts,108,"Yankee, Daddy",10,,"Casamento, Steven P",0%,A,93.24,A
"Dinkey, John T","AR6411/2 - Ceramics & Sculpture I, MTRF, Per. 7 (FY)",Fine Arts,110,"Bryant, Kobe",10,,"Casamento, Steven P",0%,A,93.09,A
"Dinkey, John T","AR6411/2 - Ceramics & Sculpture I, MTRF, Per. 7 (FY)",Fine Arts,115,"Lima, Gusttavo",10,,"Casamento, Steven P",0%,B+,85.57,B
"Dinkey, John T","AR6411/2 - Ceramics & Sculpture I, MTRF, Per. 7 (FY)",Fine Arts,172,"Maher, Bill",10,,"Schneider, Cristina",0%,A-,90.78,A-
"Dinkey, John T","AR6411/2 - Ceramics & Sculpture I, MTRF, Per. 7 (FY)",Fine Arts,178,"Maddow, Rachel",10,,"Schneider, Cristina",0%,B+,86.46,B
"Dinkey, John T","AR6411/2 - Ceramics & Sculpture I, MTRF, Per. 7 (FY)",Fine Arts,192,"Jonas, Joe",10,,"Schneider, Cristina",0%,A,93.99,A
"Dinkey, John T","AR6412/1 - Studio Art I, MWRF, Per. 8 (FY)",Fine Arts,73,"Colbert, Stephen",10,,"Casamento, Steven P",0%,A+,96.54,A
"Dinkey, John T","AR6412/1 - Studio Art I, MWRF, Per. 8 (FY)",Fine Arts,156,"Hosny, Mustafa",10,,"Donnelly, Marin",0%,B+,87.64,B+
"Dinkey, John T","AR6412/1 - Studio Art I, MWRF, Per. 8 (FY)",Fine Arts,171,"Brand, Russell",10,,"Schneider, Cristina",0%,A,93.02,A
"Dinkey, John T","AR6702/1 - AP Drawing, MTWF, Per. 6 (FY)",Fine Arts,183,"Dixit-Nene, Madhuri",10,,"Schneider, Cristina",0%,A+,97.7,A+
"Dinkey, John T","AR6706/1 - Honors Advanced Studio Art II, MWRF, Per. 8 (FY)",Fine Arts,55,"Mathers, Marshall",10,,"Petzold, Alexa",0%,A,96.36,A
"Dinkey, John T","AR6706/1 - Honors Advanced Studio Art II, MWRF, Per. 8 (FY)",Fine Arts,146,"Puyol, Carles",10,,"Donnelly, Marin",0%,B+,89.24,B+
"Gamgort, Corin C","BU2401/1 - Financial Literacy, MTWF, Per. 2 (S1)",Business,6,"Musk, Elon",10,,"Petzold, Alexa",0%,A+,97.5,A+
"Gamgort, Corin C","BU2401/1 - Financial Literacy, MTWF, Per. 2 (S1)",Business,8,"Kardashian, Kim",10,,"Petzold, Alexa",0%,A+,98.5,A+
"Gamgort, Corin C","BU2401/1 - Financial Literacy, MTWF, Per. 2 (S1)",Business,9,"Gomez, Selena",10,,"Petzold, Alexa",0%,A+,97.5,A+
"Gamgort, Corin C","BU2401/1 - Financial Literacy, MTWF, Per. 2 (S1)",Business,16,"Fallon, Jimmy",10,,"Petzold, Alexa",0%,A+,99.5,A+
"Gamgort, Corin C","BU2401/1 - Financial Literacy, MTWF, Per. 2 (S1)",Business,40,"Keys, Alicia",10,,"Petzold, Alexa",0%,A,95.3,A
"Gamgort, Corin C","BU2401/1 - Financial Literacy, MTWF, Per. 2 (S1)",Business,53,"Sharma, Anushka",10,,"Petzold, Alexa",0%,A,96,A
"Gamgort, Corin C","BU2401/1 - Financial Literacy, MTWF, Per. 2 (S1)",Business,89,"Aguilera, Christina",10,,"Schneider, Cristina",0%,B,85.8,B
"Gamgort, Corin C","BU2401/1 - Financial Literacy, MTWF, Per. 2 (S1)",Business,119,"Leitte, Claudia",10,,"Casamento, Steven P",0%,B+,88.3,B+
"Gamgort, Corin C","BU2401/1 - Financial Literacy, MTWF, Per. 2 (S1)",Business,120,"Neto, Felipe",10,,"Casamento, Steven P",0%,A,92.8,A
"Gamgort, Corin C","BU2401/1 - Financial Literacy, MTWF, Per. 2 (S1)",Business,127,"Cole, John",10,,"Donnelly, Marin",0%,A+,98.3,A+
"Gamgort, Corin C","BU2401/1 - Financial Literacy, MTWF, Per. 2 (S1)",Business,137,"Locsin, Angel",10,,"Donnelly, Marin",0%,A,93.3,A
"Volk, Christopher","BU2401/2 - Financial Literacy, MTWR, Per. 1 (S1)",Business,14,"Lovato, Demi",10,,"Petzold, Alexa",0%,A+,98.9,A+
"Volk, Christopher","BU2401/2 - Financial Literacy, MTWR, Per. 1 (S1)",Business,22,"Kumar, Akshay",10,,"Petzold, Alexa",0%,A+,98.08,A+
"Volk, Christopher","BU2401/2 - Financial Literacy, MTWR, Per. 1 (S1)",Business,45,"Kardashian, Kourtney",10,,"Petzold, Alexa",0%,A+,100,A+
"Volk, Christopher","BU2401/2 - Financial Literacy, MTWR, Per. 1 (S1)",Business,48,"Iniesta, Andrés",10,,"Petzold, Alexa",0%,A+,100,A+
"Volk, Christopher","BU2401/2 - Financial Literacy, MTWR, Per. 1 (S1)",Business,64,"Martin, Ricky",10,,"Casamento, Steven P",0%,A-,90.14,A-
"Volk, Christopher","BU2401/2 - Financial Literacy, MTWR, Per. 1 (S1)",Business,100,"Evans, Chris",10,,"Casamento, Steven P",0%,B+,89.04,B+
"Volk, Christopher","BU2401/2 - Financial Literacy, MTWR, Per. 1 (S1)",Business,155,"Santana, Luan",10,,"Donnelly, Marin",0%,A-,90.14,A-
"Volk, Christopher","BU2401/2 - Financial Literacy, MTWR, Per. 1 (S1)",Business,165,"Bastos, Rafinha",10,,"Donnelly, Marin",0%,A+,100,A+
"Volk, Christopher","BU2401/2 - Financial Literacy, MTWR, Per. 1 (S1)",Business,205,"Anthony, Carmelo",10,,"Schneider, Cristina",0%,A+,100,A+
"Volk, Christopher","BU2401/3 - Financial Literacy, MTWR, Per. 1 (S2)",Business,56,"Carey, Mariah",10,,"Petzold, Alexa",0%,A+,99.67,A+
"Volk, Christopher","BU2401/3 - Financial Literacy, MTWR, Per. 1 (S2)",Business,57,"Obama, Michelle",10,,"Petzold, Alexa",0%,A+,98.28,A+
"Volk, Christopher","BU2401/3 - Financial Literacy, MTWR, Per. 1 (S2)",Business,58,"Alia, Shaandaar",10,,"Petzold, Alexa",0%,A+,100,A+
"Volk, Christopher","BU2401/3 - Financial Literacy, MTWR, Per. 1 (S2)",Business,69,"Sanz, Alejandro",10,,"Casamento, Steven P",0%,A+,98.36,A+
"Volk, Christopher","BU2401/3 - Financial Literacy, MTWR, Per. 1 (S2)",Business,77,"Bale, Gareth",10,,"Casamento, Steven P",0%,A-,91.8,A-
"Volk, Christopher","BU2401/3 - Financial Literacy, MTWR, Per. 1 (S2)",Business,111,"Seacrest, Ryan",10,,"Casamento, Steven P",0%,A+,99.67,A+
"Volk, Christopher","BU2401/3 - Financial Literacy, MTWR, Per. 1 (S2)",Business,135,"Huck, Luciano",10,,"Donnelly, Marin",0%,A+,98.03,A+
"Volk, Christopher","BU2401/3 - Financial Literacy, MTWR, Per. 1 (S2)",Business,194,"Bisbal, David",10,,"Schneider, Cristina",0%,A+,98.36,A+
"Haveron, Owen","BU2401/4 - Financial Literacy, MTWR, Per. 5 (S1)",Business,15,"Shakira, Shakira",10,,"Petzold, Alexa",0%,A-,91.5,A-
"Haveron, Owen","BU2401/4 - Financial Literacy, MTWR, Per. 5 (S1)",Business,18,"Kohli, Virat",10,,"Petzold, Alexa",0%,A,92.6,A
"Haveron, Owen","BU2401/4 - Financial Literacy, MTWR, Per. 5 (S1)",Business,23,"Khan, Salman",10,,"Petzold, Alexa",0%,B,84.6,B
"Haveron, Owen","BU2401/4 - Financial Literacy, MTWR, Per. 5 (S1)",Business,35,"Jenner, Kendall",10,,"Petzold, Alexa",0%,A+,97.7,A+
"Haveron, Owen","BU2401/4 - Financial Literacy, MTWR, Per. 5 (S1)",Business,70,"Kher, Anupam",10,,"Casamento, Steven P",0%,B+,87,B+
"Haveron, Owen","BU2401/4 - Financial Literacy, MTWR, Per. 5 (S1)",Business,85,"Gentili, Danilo",10,,"Casamento, Steven P",0%,A-,91.1,A-
"Haveron, Owen","BU2401/4 - Financial Literacy, MTWR, Per. 5 (S1)",Business,94,"Black, Jack",10,,"Casamento, Steven P",0%,A-,91.5,A-
"Haveron, Owen","BU2401/4 - Financial Literacy, MTWR, Per. 5 (S1)",Business,133,"Songz, Trey",10,,"Donnelly, Marin",0%,A,93.6,A
"Haveron, Owen","BU2401/4 - Financial Literacy, MTWR, Per. 5 (S1)",Business,144,"Vieira, Marcelo",10,,"Donnelly, Marin",0%,A,92.9,A
"Haveron, Owen","BU2401/4 - Financial Literacy, MTWR, Per. 5 (S1)",Business,175,"Tata, Ratan",10,,"Schneider, Cristina",0%,A,94,A
"Haveron, Owen","BU2401/5 - Financial Literacy, MTWR, Per. 5 (S2)",Business,49,"Prancer, Pitbull",10,,"Petzold, Alexa",0%,A,92.8,A
"Haveron, Owen","BU2401/5 - Financial Literacy, MTWR, Per. 5 (S2)",Business,52,"Rahman, Bill",10,,"Petzold, Alexa",0%,A-,91.6,A-
"Haveron, Owen","BU2401/5 - Financial Literacy, MTWR, Per. 5 (S2)",Business,149,"Raymond, Usher",10,,"Donnelly, Marin",0%,A-,92.2,A-
"Haveron, Owen","BU2401/5 - Financial Literacy, MTWR, Per. 5 (S2)",Business,166,"Ferdinand, Rio",10,,"Donnelly, Marin",0%,B,83.1,B
"Gamgort, Corin C","BU2401/6 - Financial Literacy, MTWF, Per. 6 (S1)",Business,36,"Roshan, Hrithik",10,,"Petzold, Alexa",0%,A,94.5,A
"Gamgort, Corin C","BU2401/6 - Financial Literacy, MTWF, Per. 6 (S1)",Business,140,"Akhtar, Farhan",10,,"Donnelly, Marin",0%,B,84.6,B
"Gamgort, Corin C","BU2401/6 - Financial Literacy, MTWF, Per. 6 (S1)",Business,168,"Deshmukh, Riteish",10,,"Donnelly, Marin",0%,B+,89.3,B+
"Gamgort, Corin C","BU2401/6 - Financial Literacy, MTWF, Per. 6 (S1)",Business,174,"Cowell, Simon",10,,"Schneider, Cristina",0%,B-,79.8,B-
"Gamgort, Corin C","BU2401/6 - Financial Literacy, MTWF, Per. 6 (S1)",Business,182,"AlAbdullah, Rania",10,,"Schneider, Cristina",0%,A-,89.8,A-
"Rose, Jonathan","BU2402/1 - Blended Financial Literacy, MTWRF, Per. 9 (S1)",Business,106,"Efron, Zac",10,,"Casamento, Steven P",86.52%,P,86.52,P
"Rose, Jonathan","BU2402/1 - Blended Financial Literacy, MTWRF, Per. 9 (S1)",Business,157,"Noah, Trevor",10,,"Donnelly, Marin",100%,P,100,P
"Rose, Jonathan","BU2402/1 - Blended Financial Literacy, MTWRF, Per. 9 (S1)",Business,163,"Derbez, Eugenio",10,,"Donnelly, Marin",76.48%,P,76.48,P
"Rose, Jonathan","BU2402/1 - Blended Financial Literacy, MTWRF, Per. 9 (S1)",Business,192,"Jonas, Joe",10,,"Schneider, Cristina",91.43%,P,91.43,P
"Rose, Jonathan","BU2402/1 - Blended Financial Literacy, MTWRF, Per. 9 (S1)",Business,200,"Schefter, Adam",10,,"Schneider, Cristina",100%,P,100,P
"Rose, Jonathan","BU2402/1 - Blended Financial Literacy, MTWRF, Per. 9 (S1)",Business,202,"VanPersie, Robin",10,,"Donnelly, Marin",100%,P,100,P
"Rose, Jonathan","BU2402/1 - Blended Financial Literacy, MTWRF, Per. 9 (S1)",Business,208,"Andriana, Raisa",10,,"Schneider, Cristina",100%,P,100,P
"Rose, Jonathan","BU2402/2 - Blended Financial Literacy, MTWRF, Per. 9 (S1)",Business,25,"Mars, Bruno",10,,"Petzold, Alexa",98.29%,P,98.29,P
"Rose, Jonathan","BU2402/2 - Blended Financial Literacy, MTWRF, Per. 9 (S1)",Business,62,"Sharma, Rohit",10,,"Casamento, Steven P",87.38%,P,87.38,P
"Rose, Jonathan","BU2402/2 - Blended Financial Literacy, MTWRF, Per. 9 (S1)",Business,72,"Dicaprio, Leonardo",10,,"Casamento, Steven P",100%,P,100,P
"Rose, Jonathan","BU2402/2 - Blended Financial Literacy, MTWRF, Per. 9 (S1)",Business,86,"Sangalo, Ivete",10,,"Casamento, Steven P",100%,P,100,P
"Rose, Jonathan","BU2402/2 - Blended Financial Literacy, MTWRF, Per. 9 (S1)",Business,109,"Aguero, Sergio",10,,"Casamento, Steven P",91.43%,P,91.43,P
"Rose, Jonathan","BU2402/2 - Blended Financial Literacy, MTWRF, Per. 9 (S1)",Business,121,"Chopra, Parineeti",10,,"Donnelly, Marin",100%,P,100,P
"Rose, Jonathan","BU2402/2 - Blended Financial Literacy, MTWRF, Per. 9 (S1)",Business,189,"Ansari, Aziz",10,,"Schneider, Cristina",73.05%,P,73.05,P
"Rose, Jonathan","BU2402/2 - Blended Financial Literacy, MTWRF, Per. 9 (S1)",Business,191,"Turing, Alan",10,,"Schneider, Cristina",100%,P,100,P
"Rose, Jonathan","BU2402/2 - Blended Financial Literacy, MTWRF, Per. 9 (S1)",Business,193,"Oppenheimer, Robert",10,,"Schneider, Cristina",100%,P,100,P
"Gamgort, Corin C","BU3403/1 - Principles of Business, MTWF, Per. 2 (S2)",Business,6,"Musk, Elon",10,,"Petzold, Alexa",0%,A,96.37,A
"Gamgort, Corin C","BU3403/1 - Principles of Business, MTWF, Per. 2 (S2)",Business,8,"Kardashian, Kim",10,,"Petzold, Alexa",0%,A+,98.79,A+
"Gamgort, Corin C","BU3403/1 - Principles of Business, MTWF, Per. 2 (S2)",Business,9,"Gomez, Selena",10,,"Petzold, Alexa",0%,A,95.17,A
"Gamgort, Corin C","BU3403/1 - Principles of Business, MTWF, Per. 2 (S2)",Business,16,"Fallon, Jimmy",10,,"Petzold, Alexa",0%,A+,98.79,A+
"Gamgort, Corin C","BU3403/1 - Principles of Business, MTWF, Per. 2 (S2)",Business,40,"Keys, Alicia",10,,"Petzold, Alexa",0%,A,94.41,A
"Gamgort, Corin C","BU3403/1 - Principles of Business, MTWF, Per. 2 (S2)",Business,53,"Sharma, Anushka",10,,"Petzold, Alexa",0%,A,93.66,A
"Gamgort, Corin C","BU3403/1 - Principles of Business, MTWF, Per. 2 (S2)",Business,76,"Carrey, Jim",10,,"Casamento, Steven P",0%,A,96.37,A
"Gamgort, Corin C","BU3403/1 - Principles of Business, MTWF, Per. 2 (S2)",Business,119,"Leitte, Claudia",10,,"Casamento, Steven P",0%,A-,90.03,A-
"Gamgort, Corin C","BU3403/1 - Principles of Business, MTWF, Per. 2 (S2)",Business,120,"Neto, Felipe",10,,"Casamento, Steven P",0%,A,94.72,A
"Gamgort, Corin C","BU3403/1 - Principles of Business, MTWF, Per. 2 (S2)",Business,127,"Cole, John",10,,"Donnelly, Marin",0%,A+,99.78,A+
"Gamgort, Corin C","BU3403/1 - Principles of Business, MTWF, Per. 2 (S2)",Business,200,"Schefter, Adam",10,,"Schneider, Cristina",0%,A,96.37,A
"Gamgort, Corin C","BU3403/2 - Principles of Business, MTWF, Per. 6 (S2)",Business,36,"Roshan, Hrithik",10,,"Petzold, Alexa",0%,A-,90.58,A-
"Gamgort, Corin C","BU3403/2 - Principles of Business, MTWF, Per. 6 (S2)",Business,140,"Akhtar, Farhan",10,,"Donnelly, Marin",0%,B,85.42,B
"Gamgort, Corin C","BU3403/2 - Principles of Business, MTWF, Per. 6 (S2)",Business,168,"Deshmukh, Riteish",10,,"Donnelly, Marin",0%,A,93.92,A
"Gamgort, Corin C","BU3403/2 - Principles of Business, MTWF, Per. 6 (S2)",Business,174,"Cowell, Simon",10,,"Schneider, Cristina",0%,D,65.59,D
"Gamgort, Corin C","BU3403/2 - Principles of Business, MTWF, Per. 6 (S2)",Business,182,"AlAbdullah, Rania",10,,"Schneider, Cristina",0%,B+,87.47,B+
"Gamgort, Corin C","BU3403/3 - Principles of Business, MTWR, Per. 5 (S2)",Business,13,"Spears, Britney",10,,"Petzold, Alexa",0%,A,93.05,A
"Gamgort, Corin C","BU3403/3 - Principles of Business, MTWR, Per. 5 (S2)",Business,15,"Shakira, Shakira",10,,"Petzold, Alexa",0%,B,85.2,B
"Gamgort, Corin C","BU3403/3 - Principles of Business, MTWR, Per. 5 (S2)",Business,35,"Jenner, Kendall",10,,"Petzold, Alexa",0%,A,95.17,A
"Gamgort, Corin C","BU3403/3 - Principles of Business, MTWR, Per. 5 (S2)",Business,65,"Guetta, David",10,,"Casamento, Steven P",0%,A+,98.19,A+
"Gamgort, Corin C","BU3403/3 - Principles of Business, MTWR, Per. 5 (S2)",Business,67,"Raina, Suresh",10,,"Casamento, Steven P",0%,A,94.86,A
"Gamgort, Corin C","BU3403/3 - Principles of Business, MTWR, Per. 5 (S2)",Business,85,"Gentili, Danilo",10,,"Casamento, Steven P",0%,A-,89.73,A-
"Gamgort, Corin C","BU3403/3 - Principles of Business, MTWR, Per. 5 (S2)",Business,94,"Black, Jack",10,,"Casamento, Steven P",0%,A-,90.94,A-
"Gamgort, Corin C","BU3403/3 - Principles of Business, MTWR, Per. 5 (S2)",Business,175,"Tata, Ratan",10,,"Schneider, Cristina",0%,A+,98.19,A+
"Gamgort, Corin C","BU3404/2 - Marketing, MTWR, Per. 1 (S2)",Business,155,"Santana, Luan",10,,"Donnelly, Marin",0%,A,93.62,A
"Gamgort, Corin C","BU3404/2 - Marketing, MTWR, Per. 1 (S2)",Business,165,"Bastos, Rafinha",10,,"Donnelly, Marin",0%,A,96.86,A
"Gamgort, Corin C","BU3404/2 - Marketing, MTWR, Per. 1 (S2)",Business,166,"Ferdinand, Rio",10,,"Donnelly, Marin",0%,C+,76.57,C+
"Gamgort, Corin C","BU3405/2 - Entrepreneurship, MWRF, Per. 8 (FY)",Business,67,"Raina, Suresh",10,,"Casamento, Steven P",0%,A,91.95,A-
"Gamgort, Corin C","BU3405/2 - Entrepreneurship, MWRF, Per. 8 (FY)",Business,184,"Sheen, Charlie",10,,"Schneider, Cristina",0%,A-,89.52,A-
"Gamgort, Corin C","BU3405/2 - Entrepreneurship, MWRF, Per. 8 (FY)",Business,188,"Clifford, Michael",10,,"Schneider, Cristina",0%,A,97.04,A
"Kornitzer, Jamie","CC8143/1 - Study Skills 9-12, MTWR, Per. 5 (FY)",Special Ed,104,"Coelho, Paulo",10,,"Casamento, Steven P",0%,A,92.7,A
"Kornitzer, Jamie","CC8143/1 - Study Skills 9-12, MTWR, Per. 5 (FY)",Special Ed,152,"Kimmel, Jimmy",10,,"Donnelly, Marin",0%,A,94.3,A
"Ganz, Eric M","CC8143/2 - Study Skills 9-12, MTWF, Per. 2 (FY)",Special Ed,55,"Mathers, Marshall",10,,"Petzold, Alexa",0%,A+,99.3,A+
"Ganz, Eric M","CC8143/2 - Study Skills 9-12, MTWF, Per. 2 (FY)",Special Ed,140,"Akhtar, Farhan",10,,"Donnelly, Marin",0%,A-,91.2,A-
"Adams, Anastasia","CC8143/3 - Study Skills 9-12, MTWR, Per. 5 (FY)",Special Ed,84,"Kutcher, Ashton",10,,"Casamento, Steven P",0%,B-,78.9,C+
"Ganz, Eric M","CC8143/4 - Study Skills 9-12, MWRF, Per. 4 (FY)",Special Ed,32,"Crowe, Cameron",10,,"Petzold, Alexa",0%,B+,89.3,B+
"Ganz, Eric M","CC8143/4 - Study Skills 9-12, MWRF, Per. 4 (FY)",Special Ed,86,"Sangalo, Ivete",10,,"Casamento, Steven P",0%,A,94.2,A
"Ganz, Eric M","CC8143/4 - Study Skills 9-12, MWRF, Per. 4 (FY)",Special Ed,89,"Aguilera, Christina",10,,"Schneider, Cristina",0%,A-,91.9,A-
"Ganz, Eric M","CC8143/4 - Study Skills 9-12, MWRF, Per. 4 (FY)",Special Ed,103,"Knowles, Beyoncé",10,,"Casamento, Steven P",0%,A-,92.8,A
"Ganz, Eric M","CC8143/4 - Study Skills 9-12, MWRF, Per. 4 (FY)",Special Ed,207,"Montaner, Ricardo",10,,"Schneider, Cristina",0%,B+,87,B+
"Adams, Anastasia","CC8143/6 - Study Skills 9-12, MTWF, Per. 6 (FY)",Special Ed,119,"Leitte, Claudia",10,,"Casamento, Steven P",0%,A,97.7,A+
"Adams, Anastasia","CC8143/6 - Study Skills 9-12, MTWF, Per. 6 (FY)",Special Ed,186,"Hemmings, Luke",10,,"Schneider, Cristina",0%,B,84.9,B
"Rossi, Virena","CC8144/1 - Gen Ed Study Skills 9/10/11/12, MTWR, Per. 5 (FY)",Special Ed,67,"Raina, Suresh",10,,"Casamento, Steven P",0%,A,96.8,A
"Apanosian, Vani","CC8145/1 - RISE Study Skills, MWRF, Per. 4 (FY)",Special Ed,44,"Mendes, Shawn",10,,"Petzold, Alexa",0%,B+,87,B+
"Apanosian, Vani","CC8145/1 - RISE Study Skills, MWRF, Per. 4 (FY)",Special Ed,87,"Suarez, Luis",10,,"Casamento, Steven P",0%,B-,83.1,B
"Forte, Marcia A","CC8145/2 - RISE Study Skills, MWRF, Per. 8 (FY)",Special Ed,71,"Durant, Kevin",10,,"Casamento, Steven P",0%,A-,93.33,A
Marootian / Adams,"EN2400/1 - English II, MTRF, Per. 3 (FY)",English,51,"Tosh, Daniel",10,,"Petzold, Alexa",0%,B,83.85,B
Marootian / Adams,"EN2400/1 - English II, MTRF, Per. 3 (FY)",English,56,"Carey, Mariah",10,,"Petzold, Alexa",0%,A,94.6,A
Marootian / Adams,"EN2400/1 - English II, MTRF, Per. 3 (FY)",English,57,"Obama, Michelle",10,,"Petzold, Alexa",0%,B,82.88,B
Marootian / Adams,"EN2400/1 - English II, MTRF, Per. 3 (FY)",English,66,"Dogg, Snoop",10,,"Casamento, Steven P",0%,B,83.22,B
Marootian / Adams,"EN2400/1 - English II, MTRF, Per. 3 (FY)",English,97,"O'Neill, Shaq",10,,"Casamento, Steven P",0%,A-,90.89,A-
Marootian / Adams,"EN2400/1 - English II, MTRF, Per. 3 (FY)",English,110,"Bryant, Kobe",10,,"Casamento, Steven P",0%,A-,89.49,B+
Marootian / Adams,"EN2400/1 - English II, MTRF, Per. 3 (FY)",English,115,"Lima, Gusttavo",10,,"Casamento, Steven P",0%,B,86.02,B
Marootian / Adams,"EN2400/1 - English II, MTRF, Per. 3 (FY)",English,121,"Chopra, Parineeti",10,,"Donnelly, Marin",0%,A,94.92,A
Marootian / Adams,"EN2400/1 - English II, MTRF, Per. 3 (FY)",English,166,"Ferdinand, Rio",10,,"Donnelly, Marin",0%,C,72.4,C-
Marootian / Adams,"EN2400/1 - English II, MTRF, Per. 3 (FY)",English,172,"Maher, Bill",10,,"Schneider, Cristina",0%,B-,79.67,B-
Marootian / Adams,"EN2400/1 - English II, MTRF, Per. 3 (FY)",English,178,"Maddow, Rachel",10,,"Schneider, Cristina",0%,B,83.17,B
Marootian / Adams,"EN2400/2 - English II, MWRF, Per. 4 (FY)",English,7,"Degeneres, Ellen",10,,"Petzold, Alexa",0%,B,81.96,B-
Marootian / Adams,"EN2400/2 - English II, MWRF, Per. 4 (FY)",English,14,"Lovato, Demi",10,,"Petzold, Alexa",0%,C+,79.29,C+
Marootian / Adams,"EN2400/2 - English II, MWRF, Per. 4 (FY)",English,31,"Hart, Kevin",10,,"Petzold, Alexa",0%,B-,78.64,C+
Marootian / Adams,"EN2400/2 - English II, MWRF, Per. 4 (FY)",English,63,"Piqué, Gerard",10,,"Casamento, Steven P",0%,B,83.01,B
Marootian / Adams,"EN2400/2 - English II, MWRF, Per. 4 (FY)",English,100,"Evans, Chris",10,,"Casamento, Steven P",0%,B-,77.31,C+
Marootian / Adams,"EN2400/2 - English II, MWRF, Per. 4 (FY)",English,126,"Levine, Adam",10,,"Donnelly, Marin",0%,C,73.91,C
Marootian / Adams,"EN2400/2 - English II, MWRF, Per. 4 (FY)",English,131,"Legend, John",10,,"Donnelly, Marin",0%,B-,80.99,B-
Marootian / Adams,"EN2400/2 - English II, MWRF, Per. 4 (FY)",English,138,"Federer, Roger",10,,"Donnelly, Marin",0%,B-,80.01,B-
Marootian / Adams,"EN2400/2 - English II, MWRF, Per. 4 (FY)",English,146,"Puyol, Carles",10,,"Donnelly, Marin",0%,B,85.42,B
Marootian / Adams,"EN2400/2 - English II, MWRF, Per. 4 (FY)",English,151,"Harris, Calvin",10,,"Donnelly, Marin",0%,A-,91.03,A-
Marootian / Adams,"EN2400/2 - English II, MWRF, Per. 4 (FY)",English,153,"Mix, Little",10,,"Donnelly, Marin",0%,A-,95.42,A
Marootian / Adams,"EN2400/2 - English II, MWRF, Per. 4 (FY)",English,162,"Werneck, Tata",10,,"Donnelly, Marin",0%,B,85.21,B
Marootian / Adams,"EN2400/2 - English II, MWRF, Per. 4 (FY)",English,179,"Balvin, Jack",10,,"Schneider, Cristina",0%,B+,87.45,B+
Marootian / Adams,"EN2400/2 - English II, MWRF, Per. 4 (FY)",English,195,"Justice, Victoria",10,,"Schneider, Cristina",0%,A-,90.89,A-
"Marootian, Jamie A","EN2400/3 - English II, MTWF, Per. 2 (FY)",English,5,"Swift, Taylor",10,,"Petzold, Alexa",0%,A-,89.9,A-
