Teacher,Gradebook,Department,Student ID,Student Name,Grade Level,Team,Counselor,Full Year Average,Full Year Letter Grade,FG Average,FG Letter Grade
"Mazan, Claire","FA5401/6 - 21st Century Life Skills, ACD, Per. 6 (S1)",Family and Consumer Sciences,167,"Anthony, Marc",09,,"Donnelly, Marin",0%,B,83.23,B
"Mazan, Claire","FA5401/7 - 21st Century Life Skills, ACD, Per. 5 (S2)",Family and Consumer Sciences,7,"Degeneres, Ellen",09,,"Petzold, Alexa",0%,B+,0,F
"Mazan, Claire","FA5401/7 - 21st Century Life Skills, ACD, Per. 5 (S2)",Family and Consumer Sciences,67,"Raina, Suresh",09,,"Casamento, Steven P",0%,B+,0,F
"Mazan, Claire","FA5401/7 - 21st Century Life Skills, ACD, Per. 5 (S2)",Family and Consumer Sciences,196,"Kroos, Toni",09,,"Schneider, Cristina",0%,A+,0,F
"Mazan, Claire","FA5410/1 - Interior Design, ABC, Per. 2 (FY)",Family and Consumer Sciences,12,"Neymar, Rinaldo",09,,"Petzold, Alexa",0%,A+,99.22,A+
"Mazan, Claire","FA5410/1 - Interior Design, ABC, Per. 2 (FY)",Family and Consumer Sciences,33,"Tomlinson, Louis",09,,"Petzold, Alexa",0%,A+,99.46,A+
"Mazan, Claire","FA5410/1 - Interior Design, ABC, Per. 2 (FY)",Family and Consumer Sciences,100,"Evans, Chris",09,,"Casamento, Steven P",0%,B+,89.57,A-
"Mazan, Claire","FA5410/1 - Interior Design, ABC, Per. 2 (FY)",Family and Consumer Sciences,131,"Legend, John",09,,"Donnelly, Marin",0%,A-,89.21,B+
"Mazan, Claire","FA5410/1 - Interior Design, ABC, Per. 2 (FY)",Family and Consumer Sciences,154,"Beckham, Victoria",09,,"Donnelly, Marin",0%,A+,98.31,A+
"Mazan, Claire","FA5410/1 - Interior Design, ABC, Per. 2 (FY)",Family and Consumer Sciences,165,"Bastos, Rafinha",09,,"Donnelly, Marin",0%,A+,99.72,A+
"Mazan, Claire","FA5410/1 - Interior Design, ABC, Per. 2 (FY)",Family and Consumer Sciences,192,"Jonas, Joe",09,,"Schneider, Cristina",0%,A,94.06,A
"Schultz, Allison M","FA8110/1 - LLD Daily Living Skills 1, ACD, Per. 6 (FY)",Special Ed,104,"Coelho, Paulo",09,,"Casamento, Steven P",0%,B-,79.01,C+
"Schultz, Allison M","FA8110/1 - LLD Daily Living Skills 1, ACD, Per. 6 (FY)",Special Ed,124,"Kapoor, Shraddha",09,,"Donnelly, Marin",0%,A-,91.03,A-
"Schultz, Allison M","FA8110/1 - LLD Daily Living Skills 1, ACD, Per. 6 (FY)",Special Ed,134,"Cena, John",09,,"Donnelly, Marin",0%,A,94.89,A
"Schultz, Allison M","FA8110/1 - LLD Daily Living Skills 1, ACD, Per. 6 (FY)",Special Ed,148,"Silverman, Sarah",09,,"Donnelly, Marin",0%,A+,98.78,A+
Downes / Vargo,"FA8191/1 - LLD Daily Food Preparation & Nutritional Skills 1, BCD, Per. 8 (FY)",Special Ed,104,"Coelho, Paulo",09,,"Casamento, Steven P",0%,A+,96.14,A
Downes / Vargo,"FA8191/1 - LLD Daily Food Preparation & Nutritional Skills 1, BCD, Per. 8 (FY)",Special Ed,124,"Kapoor, Shraddha",09,,"Donnelly, Marin",0%,A+,99.14,A+
Downes / Vargo,"FA8191/1 - LLD Daily Food Preparation & Nutritional Skills 1, BCD, Per. 8 (FY)",Special Ed,134,"Cena, John",09,,"Donnelly, Marin",0%,A+,99.26,A+
Downes / Vargo,"FA8191/1 - LLD Daily Food Preparation & Nutritional Skills 1, BCD, Per. 8 (FY)",Special Ed,148,"Silverman, Sarah",09,,"Donnelly, Marin",0%,A+,99.8,A+
Killian / Schultz,"MA2300/1 - Algebra I, BCD, Per. 8 (FY)",Math,7,"Degeneres, Ellen",09,,"Petzold, Alexa",0%,B-,81.33,B-
Killian / Schultz,"MA2300/1 - Algebra I, BCD, Per. 8 (FY)",Math,11,"Gates, Bill",09,,"Petzold, Alexa",0%,B+,87.19,B+
Killian / Schultz,"MA2300/1 - Algebra I, BCD, Per. 8 (FY)",Math,44,"Mendes, Shawn",09,,"Petzold, Alexa",0%,C+,77.24,C+
Killian / Schultz,"MA2300/1 - Algebra I, BCD, Per. 8 (FY)",Math,45,"Kardashian, Kourtney",09,,"Petzold, Alexa",0%,B-,80.69,B-
Killian / Schultz,"MA2300/1 - Algebra I, BCD, Per. 8 (FY)",Math,47,"Harris, Neil",09,,"Petzold, Alexa",0%,D+,67.34,D+
Killian / Schultz,"MA2300/1 - Algebra I, BCD, Per. 8 (FY)",Math,115,"Lima, Gusttavo",09,,"Casamento, Steven P",0%,C+,77.62,C+
Killian / Schultz,"MA2300/4 - Algebra I, ACD, Per. 5 (FY)",Math,14,"Lovato, Demi",09,,"Petzold, Alexa",0%,C,73.64,C
Killian / Schultz,"MA2300/4 - Algebra I, ACD, Per. 5 (FY)",Math,22,"Kumar, Akshay",09,,"Petzold, Alexa",0%,B-,81.68,B-
Killian / Schultz,"MA2300/4 - Algebra I, ACD, Per. 5 (FY)",Math,23,"Khan, Salman",09,,"Petzold, Alexa",0%,B-,81.8,B-
Killian / Schultz,"MA2300/4 - Algebra I, ACD, Per. 5 (FY)",Math,24,"Winfrey, Oprah",09,,"Petzold, Alexa",0%,C-,70.31,C-
Killian / Schultz,"MA2300/4 - Algebra I, ACD, Per. 5 (FY)",Math,31,"Hart, Kevin",09,,"Petzold, Alexa",0%,D+,65.16,D
Killian / Schultz,"MA2300/4 - Algebra I, ACD, Per. 5 (FY)",Math,34,"Wayne, Lil",09,,"Petzold, Alexa",0%,C-,72.79,C
Killian / Schultz,"MA2300/4 - Algebra I, ACD, Per. 5 (FY)",Math,54,"Sehwag, Virender",09,,"Petzold, Alexa",0%,A-,90.21,A-
Killian / Schultz,"MA2300/4 - Algebra I, ACD, Per. 5 (FY)",Math,60,"Lavigne, Avril",09,,"Petzold, Alexa",0%,D,64.71,D
Killian / Schultz,"MA2300/4 - Algebra I, ACD, Per. 5 (FY)",Math,64,"Martin, Ricky",09,,"Casamento, Steven P",0%,D-,61.31,D-
Killian / Schultz,"MA2300/4 - Algebra I, ACD, Per. 5 (FY)",Math,100,"Evans, Chris",09,,"Casamento, Steven P",0%,C,72.36,C-
Killian / Schultz,"MA2300/4 - Algebra I, ACD, Per. 5 (FY)",Math,101,"Ajram, Nancy",09,,"Casamento, Steven P",0%,A-,88.99,B+
Killian / Schultz,"MA2300/4 - Algebra I, ACD, Per. 5 (FY)",Math,146,"Puyol, Carles",09,,"Donnelly, Marin",0%,B-,81.96,B-
Killian / Schultz,"MA2300/4 - Algebra I, ACD, Per. 5 (FY)",Math,172,"Maher, Bill",09,,"Schneider, Cristina",0%,B+,85.58,B
Killian / Schultz,"MA2300/4 - Algebra I, ACD, Per. 5 (FY)",Math,179,"Balvin, Jack",09,,"Schneider, Cristina",0%,B-,82,B-
Killian / Schultz,"MA2300/4 - Algebra I, ACD, Per. 5 (FY)",Math,183,"Dixit-Nene, Madhuri",09,,"Schneider, Cristina",0%,B+,85.8,B
Killian / Schultz,"MA2300/4 - Algebra I, ACD, Per. 5 (FY)",Math,194,"Bisbal, David",09,,"Schneider, Cristina",0%,C-,70.36,C-
"Caminiti, Kimberly","MA2400/1 - Algebra I Enhanced, ABD, Per. 4 (FY)",Math,12,"Neymar, Rinaldo",09,,"Petzold, Alexa",0%,A,94.91,A
"Caminiti, Kimberly","MA2400/1 - Algebra I Enhanced, ABD, Per. 4 (FY)",Math,18,"Kohli, Virat",09,,"Petzold, Alexa",0%,A,91.84,A-
"Caminiti, Kimberly","MA2400/1 - Algebra I Enhanced, ABD, Per. 4 (FY)",Math,56,"Carey, Mariah",09,,"Petzold, Alexa",0%,A-,91.95,A-
"Caminiti, Kimberly","MA2400/1 - Algebra I Enhanced, ABD, Per. 4 (FY)",Math,59,"Ziegler, Zendaya",09,,"Petzold, Alexa",0%,A-,90.17,A-
"Caminiti, Kimberly","MA2400/1 - Algebra I Enhanced, ABD, Per. 4 (FY)",Math,63,"Piqué, Gerard",09,,"Casamento, Steven P",0%,A-,92.99,A
"Caminiti, Kimberly","MA2400/1 - Algebra I Enhanced, ABD, Per. 4 (FY)",Math,74,"Ramos, Sergio",09,,"Casamento, Steven P",0%,B+,84.7,B
"Caminiti, Kimberly","MA2400/1 - Algebra I Enhanced, ABD, Per. 4 (FY)",Math,82,"Falcao, Radamel",09,,"Casamento, Steven P",0%,A+,98.54,A+
"Caminiti, Kimberly","MA2400/1 - Algebra I Enhanced, ABD, Per. 4 (FY)",Math,99,"Bachchan, Abhishek",09,,"Casamento, Steven P",0%,B+,85.47,B
"Caminiti, Kimberly","MA2400/1 - Algebra I Enhanced, ABD, Per. 4 (FY)",Math,108,"Yankee, Daddy",09,,"Casamento, Steven P",0%,A-,90.29,A-
"Caminiti, Kimberly","MA2400/1 - Algebra I Enhanced, ABD, Per. 4 (FY)",Math,153,"Mix, Little",09,,"Donnelly, Marin",0%,A+,98.54,A+
"Caminiti, Kimberly","MA2400/1 - Algebra I Enhanced, ABD, Per. 4 (FY)",Math,171,"Brand, Russell",09,,"Schneider, Cristina",0%,A-,90.59,A-
"Caminiti, Kimberly","MA2400/1 - Algebra I Enhanced, ABD, Per. 4 (FY)",Math,178,"Maddow, Rachel",09,,"Schneider, Cristina",0%,B+,88.12,B+
"Caminiti, Kimberly","MA2400/1 - Algebra I Enhanced, ABD, Per. 4 (FY)",Math,181,"Marquezine, Bruna",09,,"Schneider, Cristina",0%,A,95.54,A
"Caminiti, Kimberly","MA2400/1 - Algebra I Enhanced, ABD, Per. 4 (FY)",Math,182,"AlAbdullah, Rania",09,,"Schneider, Cristina",0%,B,85.33,B
"Caminiti, Kimberly","MA2400/1 - Algebra I Enhanced, ABD, Per. 4 (FY)",Math,191,"Turing, Alan",09,,"Schneider, Cristina",0%,A-,91.17,A-
"Caminiti, Kimberly","MA2400/1 - Algebra I Enhanced, ABD, Per. 4 (FY)",Math,199,"Jepsen, CarlyRae",09,,"Schneider, Cristina",0%,B+,87.66,B+
"Caminiti, Kimberly","MA2400/1 - Algebra I Enhanced, ABD, Per. 4 (FY)",Math,201,"Delevingne, Cara",09,,"Schneider, Cristina",0%,B+,85.73,B
"Caminiti, Kimberly","MA2400/1 - Algebra I Enhanced, ABD, Per. 4 (FY)",Math,204,"Rogen, Seth",09,,"Schneider, Cristina",0%,A-,91.13,A-
"Caminiti, Kimberly","MA2400/2 - Algebra I Enhanced, ABC, Per. 2 (FY)",Math,2,"Perry, Katy",09,,"Petzold, Alexa",0%,B-,82.19,B-
"Caminiti, Kimberly","MA2400/2 - Algebra I Enhanced, ABC, Per. 2 (FY)",Math,51,"Tosh, Daniel",09,,"Petzold, Alexa",0%,A-,92.02,A-
"Caminiti, Kimberly","MA2400/2 - Algebra I Enhanced, ABC, Per. 2 (FY)",Math,52,"Rahman, Bill",09,,"Petzold, Alexa",0%,A-,91.18,A-
"Caminiti, Kimberly","MA2400/2 - Algebra I Enhanced, ABC, Per. 2 (FY)",Math,67,"Raina, Suresh",09,,"Casamento, Steven P",0%,C+,74.97,C
"Caminiti, Kimberly","MA2400/2 - Algebra I Enhanced, ABC, Per. 2 (FY)",Math,71,"Durant, Kevin",09,,"Casamento, Steven P",0%,A,94.4,A
"Caminiti, Kimberly","MA2400/2 - Algebra I Enhanced, ABC, Per. 2 (FY)",Math,75,"Rodríguez, James",09,,"Casamento, Steven P",0%,B,83.48,B
"Caminiti, Kimberly","MA2400/2 - Algebra I Enhanced, ABC, Per. 2 (FY)",Math,97,"O'Neill, Shaq",09,,"Casamento, Steven P",0%,A-,92.01,A-
"Caminiti, Kimberly","MA2400/2 - Algebra I Enhanced, ABC, Per. 2 (FY)",Math,110,"Bryant, Kobe",09,,"Casamento, Steven P",0%,B+,87.89,B+
"Caminiti, Kimberly","MA2400/2 - Algebra I Enhanced, ABC, Per. 2 (FY)",Math,155,"Santana, Luan",09,,"Donnelly, Marin",0%,B,85.08,B
"Caminiti, Kimberly","MA2400/2 - Algebra I Enhanced, ABC, Per. 2 (FY)",Math,167,"Anthony, Marc",09,,"Donnelly, Marin",0%,D+,65.69,D
"Caminiti, Kimberly","MA2400/2 - Algebra I Enhanced, ABC, Per. 2 (FY)",Math,177,"Williams, Pharrell",09,,"Schneider, Cristina",0%,D,65.14,D
"Caminiti, Kimberly","MA2400/2 - Algebra I Enhanced, ABC, Per. 2 (FY)",Math,185,"Tinelli, Marcelo",09,,"Schneider, Cristina",0%,A+,98.63,A+
"Caminiti, Kimberly","MA2400/2 - Algebra I Enhanced, ABC, Per. 2 (FY)",Math,187,"Osteen, Joel",09,,"Schneider, Cristina",0%,A+,96.24,A
"Caminiti, Kimberly","MA2400/2 - Algebra I Enhanced, ABC, Per. 2 (FY)",Math,196,"Kroos, Toni",09,,"Schneider, Cristina",0%,A+,95.91,A
"Caminiti, Kimberly","MA2400/3 - Algebra I Enhanced, ACD, Per. 6 (FY)",Math,5,"Swift, Taylor",09,,"Petzold, Alexa",0%,B+,86.47,B
"Caminiti, Kimberly","MA2400/3 - Algebra I Enhanced, ACD, Per. 6 (FY)",Math,6,"Musk, Elon",09,,"Petzold, Alexa",0%,A+,98.76,A+
"Caminiti, Kimberly","MA2400/3 - Algebra I Enhanced, ACD, Per. 6 (FY)",Math,13,"Spears, Britney",09,,"Petzold, Alexa",0%,A,94.82,A
"Caminiti, Kimberly","MA2400/3 - Algebra I Enhanced, ACD, Per. 6 (FY)",Math,15,"Shakira, Shakira",09,,"Petzold, Alexa",0%,B-,80.16,B-
"Caminiti, Kimberly","MA2400/3 - Algebra I Enhanced, ACD, Per. 6 (FY)",Math,33,"Tomlinson, Louis",09,,"Petzold, Alexa",0%,A+,97.44,A
"Caminiti, Kimberly","MA2400/3 - Algebra I Enhanced, ACD, Per. 6 (FY)",Math,50,"Minaj, Nicki",09,,"Petzold, Alexa",0%,B,85.43,B
"Caminiti, Kimberly","MA2400/3 - Algebra I Enhanced, ACD, Per. 6 (FY)",Math,78,"Mo, Agnez",09,,"Casamento, Steven P",0%,A+,98.49,A+
"Caminiti, Kimberly","MA2400/3 - Algebra I Enhanced, ACD, Per. 6 (FY)",Math,81,"Downey, Robert",09,,"Casamento, Steven P",0%,A-,92.63,A
"Caminiti, Kimberly","MA2400/3 - Algebra I Enhanced, ACD, Per. 6 (FY)",Math,85,"Gentili, Danilo",09,,"Casamento, Steven P",0%,A,95.81,A
"Caminiti, Kimberly","MA2400/3 - Algebra I Enhanced, ACD, Per. 6 (FY)",Math,105,"Yılmaz, Cem",09,,"Casamento, Steven P",0%,B-,79.22,C+
"Caminiti, Kimberly","MA2400/3 - Algebra I Enhanced, ACD, Per. 6 (FY)",Math,106,"Devgn, Ajay",09,,"Casamento, Steven P",0%,A,94.48,A
"Caminiti, Kimberly","MA2400/3 - Algebra I Enhanced, ACD, Per. 6 (FY)",Math,122,"Curtis-Smith, Anne",09,,"Donnelly, Marin",0%,A,93.91,A
"Caminiti, Kimberly","MA2400/3 - Algebra I Enhanced, ACD, Per. 6 (FY)",Math,143,"Tisdale, Ashley",09,,"Donnelly, Marin",0%,A-,92.35,A-
"Caminiti, Kimberly","MA2400/3 - Algebra I Enhanced, ACD, Per. 6 (FY)",Math,151,"Harris, Calvin",09,,"Donnelly, Marin",0%,A,95.22,A
"Caminiti, Kimberly","MA2400/3 - Algebra I Enhanced, ACD, Per. 6 (FY)",Math,154,"Beckham, Victoria",09,,"Donnelly, Marin",0%,A,94.16,A
"Caminiti, Kimberly","MA2400/3 - Algebra I Enhanced, ACD, Per. 6 (FY)",Math,160,"Kaling, Mindy",09,,"Donnelly, Marin",0%,B+,87.77,B+
"Caminiti, Kimberly","MA2400/3 - Algebra I Enhanced, ACD, Per. 6 (FY)",Math,176,"Williams, Serena",09,,"Schneider, Cristina",0%,B-,82.6,B
"Caminiti, Kimberly","MA2400/3 - Algebra I Enhanced, ACD, Per. 6 (FY)",Math,184,"Sheen, Charlie",09,,"Schneider, Cristina",0%,B-,81.53,B-
"Caminiti, Kimberly","MA2400/3 - Algebra I Enhanced, ACD, Per. 6 (FY)",Math,192,"Jonas, Joe",09,,"Schneider, Cristina",0%,B,86.41,B
"Hawkins, Patricia","MA2400/4 - Algebra I Enhanced, ABD, Per. 3 (FY)",Math,4,"Ronaldo, Cristiano",09,,"Petzold, Alexa",0%,A,95.52,A
"Hawkins, Patricia","MA2400/4 - Algebra I Enhanced, ABD, Per. 3 (FY)",Math,19,"Bachchan, Amitabh",09,,"Petzold, Alexa",0%,A+,96.83,A
"Hawkins, Patricia","MA2400/4 - Algebra I Enhanced, ABD, Per. 3 (FY)",Math,38,"Tate, Andrew",09,,"Petzold, Alexa",0%,B,85.1,B
"Hawkins, Patricia","MA2400/4 - Algebra I Enhanced, ABD, Per. 3 (FY)",Math,46,"Özil, Mesut",09,,"Petzold, Alexa",0%,A+,95.94,A
"Hawkins, Patricia","MA2400/4 - Algebra I Enhanced, ABD, Per. 3 (FY)",Math,49,"Prancer, Pitbull",09,,"Petzold, Alexa",0%,A-,89.79,A-
"Hawkins, Patricia","MA2400/4 - Algebra I Enhanced, ABD, Per. 3 (FY)",Math,57,"Obama, Michelle",09,,"Petzold, Alexa",0%,C+,77.58,C+
"Hawkins, Patricia","MA2400/4 - Algebra I Enhanced, ABD, Per. 3 (FY)",Math,66,"Dogg, Snoop",09,,"Casamento, Steven P",0%,B-,81.16,B-
"Hawkins, Patricia","MA2400/4 - Algebra I Enhanced, ABD, Per. 3 (FY)",Math,68,"Shelton, Blake",09,,"Casamento, Steven P",0%,A,92.96,A
"Hawkins, Patricia","MA2400/4 - Algebra I Enhanced, ABD, Per. 3 (FY)",Math,70,"Kher, Anupam",09,,"Casamento, Steven P",0%,B,83.79,B
"Hawkins, Patricia","MA2400/4 - Algebra I Enhanced, ABD, Per. 3 (FY)",Math,94,"Black, Jack",09,,"Casamento, Steven P",0%,A+,96.54,A
"Hawkins, Patricia","MA2400/4 - Algebra I Enhanced, ABD, Per. 3 (FY)",Math,96,"Nadal, Rafa",09,,"Casamento, Steven P",0%,B+,87.59,B+
"Hawkins, Patricia","MA2400/4 - Algebra I Enhanced, ABD, Per. 3 (FY)",Math,120,"Neto, Felipe",09,,"Casamento, Steven P",0%,A-,92.63,A
"Hawkins, Patricia","MA2400/4 - Algebra I Enhanced, ABD, Per. 3 (FY)",Math,121,"Chopra, Parineeti",09,,"Donnelly, Marin",0%,A,96.14,A
"Hawkins, Patricia","MA2400/4 - Algebra I Enhanced, ABD, Per. 3 (FY)",Math,130,"DeGea, David",09,,"Donnelly, Marin",0%,C+,78.66,C+
"Hawkins, Patricia","MA2400/4 - Algebra I Enhanced, ABD, Per. 3 (FY)",Math,131,"Legend, John",09,,"Donnelly, Marin",0%,C-,71.03,C-
"Hawkins, Patricia","MA2400/4 - Algebra I Enhanced, ABD, Per. 3 (FY)",Math,138,"Federer, Roger",09,,"Donnelly, Marin",0%,B-,80.47,B-
"Hawkins, Patricia","MA2400/4 - Algebra I Enhanced, ABD, Per. 3 (FY)",Math,144,"Vieira, Marcelo",09,,"Donnelly, Marin",0%,C,76.08,C
"Hawkins, Patricia","MA2400/4 - Algebra I Enhanced, ABD, Per. 3 (FY)",Math,164,"Smith, Ludacris",09,,"Donnelly, Marin",0%,B+,89.01,B+
"Hawkins, Patricia","MA2400/4 - Algebra I Enhanced, ABD, Per. 3 (FY)",Math,168,"Deshmukh, Riteish",09,,"Donnelly, Marin",0%,B+,88.71,B+
"Hawkins, Patricia","MA2400/4 - Algebra I Enhanced, ABD, Per. 3 (FY)",Math,174,"Cowell, Simon",09,,"Schneider, Cristina",0%,D-,59.93,D-
"Hawkins, Patricia","MA2400/4 - Algebra I Enhanced, ABD, Per. 3 (FY)",Math,175,"Tata, Ratan",09,,"Schneider, Cristina",0%,A+,97.56,A+
"Hawkins, Patricia","MA2400/4 - Algebra I Enhanced, ABD, Per. 3 (FY)",Math,188,"Clifford, Michael",09,,"Schneider, Cristina",0%,A+,97.37,A
"Hawkins, Patricia","MA2400/4 - Algebra I Enhanced, ABD, Per. 3 (FY)",Math,190,"Cooper, Anderson",09,,"Schneider, Cristina",0%,A-,92.49,A-
Killian / Schultz,"MA2500/1 - Algebra I, BCD, Per. 8 (FY)",Math,32,"Crowe, Cameron",09,,"Petzold, Alexa",0%,B,83.02,B
Killian / Schultz,"MA2500/1 - Algebra I, BCD, Per. 8 (FY)",Math,87,"Suarez, Luis",09,,"Casamento, Steven P",0%,C,73.55,C
Killian / Schultz,"MA2500/1 - Algebra I, BCD, Per. 8 (FY)",Math,112,"Benzema, Karim",09,,"Casamento, Steven P",0%,C,74.42,C
Killian / Schultz,"MA2500/1 - Algebra I, BCD, Per. 8 (FY)",Math,119,"Leitte, Claudia",09,,"Casamento, Steven P",0%,B-,79.38,C+
Killian / Schultz,"MA2500/1 - Algebra I, BCD, Per. 8 (FY)",Math,132,"Macfarlane, Seth",09,,"Donnelly, Marin",0%,A-,90.93,A-
Killian / Schultz,"MA2500/1 - Algebra I, BCD, Per. 8 (FY)",Math,139,"Branson, Richard",09,,"Donnelly, Marin",0%,A,93.61,A
Killian / Schultz,"MA2500/1 - Algebra I, BCD, Per. 8 (FY)",Math,186,"Hemmings, Luke",09,,"Schneider, Cristina",0%,C+,77.14,C+
"Goodman, Janet","MA3400/1 - Geometry Enhanced, ABD, Per. 4 (FY)",Math,8,"Kardashian, Kim",09,,"Petzold, Alexa",0%,A+,97.62,A+
"Goodman, Janet","MA3400/1 - Geometry Enhanced, ABD, Per. 4 (FY)",Math,17,"James, Lebron",09,,"Petzold, Alexa",0%,B,82.06,B-
"Goodman, Janet","MA3400/1 - Geometry Enhanced, ABD, Per. 4 (FY)",Math,28,"Jenner, Kylie",09,,"Petzold, Alexa",0%,B+,89.11,B+
"Goodman, Janet","MA3400/1 - Geometry Enhanced, ABD, Per. 4 (FY)",Math,35,"Jenner, Kendall",09,,"Petzold, Alexa",0%,A,93.61,A
"Goodman, Janet","MA3400/1 - Geometry Enhanced, ABD, Per. 4 (FY)",Math,53,"Sharma, Anushka",09,,"Petzold, Alexa",0%,B,84.82,B
"Goodman, Janet","MA3400/1 - Geometry Enhanced, ABD, Per. 4 (FY)",Math,72,"Dicaprio, Leonardo",09,,"Casamento, Steven P",0%,A+,96.25,A
"Goodman, Janet","MA3400/1 - Geometry Enhanced, ABD, Per. 4 (FY)",Math,83,"Rooney, Wayne",09,,"Casamento, Steven P",0%,A-,89.6,A-
"Goodman, Janet","MA3400/1 - Geometry Enhanced, ABD, Per. 4 (FY)",Math,93,"Curry, Stephen",09,,"Casamento, Steven P",0%,A,94.68,A
"Goodman, Janet","MA3400/1 - Geometry Enhanced, ABD, Per. 4 (FY)",Math,111,"Seacrest, Ryan",09,,"Casamento, Steven P",0%,A+,97.56,A+
"Goodman, Janet","MA3400/1 - Geometry Enhanced, ABD, Per. 4 (FY)",Math,123,"Viceral, Jose",09,,"Donnelly, Marin",0%,C-,69.97,C-
"Goodman, Janet","MA3400/1 - Geometry Enhanced, ABD, Per. 4 (FY)",Math,129,"Rowling, J.K.",09,,"Donnelly, Marin",0%,B+,86.71,B+
"Goodman, Janet","MA3400/1 - Geometry Enhanced, ABD, Per. 4 (FY)",Math,208,"Andriana, Raisa",09,,"Schneider, Cristina",0%,A+,99.71,A+
"Hawkins, Patricia","MA3400/2 - Geometry Enhanced, ACD, Per. 6 (FY)",Math,27,"Horan, Niall",09,,"Petzold, Alexa",0%,A+,100.85,A+
"Hawkins, Patricia","MA3400/2 - Geometry Enhanced, ACD, Per. 6 (FY)",Math,36,"Roshan, Hrithik",09,,"Petzold, Alexa",0%,A-,89.7,A-
"Hawkins, Patricia","MA3400/2 - Geometry Enhanced, ACD, Per. 6 (FY)",Math,40,"Keys, Alicia",09,,"Petzold, Alexa",0%,B-,84.05,B
"Hawkins, Patricia","MA3400/2 - Geometry Enhanced, ACD, Per. 6 (FY)",Math,42,"Padukone, Deepika",09,,"Petzold, Alexa",0%,A+,97.08,A
"Hawkins, Patricia","MA3400/2 - Geometry Enhanced, ACD, Per. 6 (FY)",Math,98,"Dika, Raditya",09,,"Casamento, Steven P",0%,A+,100.66,A+
"Hawkins, Patricia","MA3400/2 - Geometry Enhanced, ACD, Per. 6 (FY)",Math,141,"Bhagat, Chetan",09,,"Donnelly, Marin",0%,C+,78.15,C+
"Hawkins, Patricia","MA3400/2 - Geometry Enhanced, ACD, Per. 6 (FY)",Math,165,"Bastos, Rafinha",09,,"Donnelly, Marin",0%,A,93.35,A
"Hawkins, Patricia","MA3400/2 - Geometry Enhanced, ACD, Per. 6 (FY)",Math,195,"Justice, Victoria",09,,"Schneider, Cristina",0%,D,61.6,D-
"Goodman, Janet","MA3400/4 - Geometry Enhanced, ABD, Per. 3 (FY)",Math,1,"Bieber, Justin",09,,"Petzold, Alexa",0%,A-,91.86,A-
"Goodman, Janet","MA3400/4 - Geometry Enhanced, ABD, Per. 3 (FY)",Math,73,"Colbert, Stephen",09,,"Casamento, Steven P",0%,A,91.7,A-
"Goodman, Janet","MA3400/4 - Geometry Enhanced, ABD, Per. 3 (FY)",Math,76,"Carrey, Jim",09,,"Casamento, Steven P",0%,A,94.84,A
"Goodman, Janet","MA3400/4 - Geometry Enhanced, ABD, Per. 3 (FY)",Math,128,"Jonas, Nick",09,,"Donnelly, Marin",0%,A,95.97,A
"Goodman, Janet","MA3400/4 - Geometry Enhanced, ABD, Per. 3 (FY)",Math,142,"Fry, Stephen",09,,"Donnelly, Marin",0%,A-,90.6,A-
"Goodman, Janet","MA3400/4 - Geometry Enhanced, ABD, Per. 3 (FY)",Math,173,"Corden, James",09,,"Schneider, Cristina",0%,B+,85.56,B
"Goodman, Janet","MA3400/4 - Geometry Enhanced, ABD, Per. 3 (FY)",Math,193,"Oppenheimer, Robert",09,,"Schneider, Cristina",0%,A,94.61,A
"Hawkins, Patricia","MA3400/7 - Geometry Enhanced, ABC, Per. 2 (FY)",Math,58,"Alia, Shaandaar",09,,"Petzold, Alexa",0%,A+,98.17,A+
"Hawkins, Patricia","MA3400/7 - Geometry Enhanced, ABC, Per. 2 (FY)",Math,62,"Sharma, Rohit",09,,"Casamento, Steven P",0%,A-,89.56,A-
"Hawkins, Patricia","MA3400/7 - Geometry Enhanced, ABC, Per. 2 (FY)",Math,65,"Guetta, David",09,,"Casamento, Steven P",0%,A+,95.93,A
"Hawkins, Patricia","MA3400/7 - Geometry Enhanced, ABC, Per. 2 (FY)",Math,102,"Kapoor, Shaandaar",09,,"Casamento, Steven P",0%,B,82.84,B
"Hawkins, Patricia","MA3400/7 - Geometry Enhanced, ABC, Per. 2 (FY)",Math,127,"Cole, John",09,,"Donnelly, Marin",0%,A,95.53,A
"Hawkins, Patricia","MA3400/7 - Geometry Enhanced, ABC, Per. 2 (FY)",Math,133,"Songz, Trey",09,,"Donnelly, Marin",0%,B+,85.97,B
"Hawkins, Patricia","MA3400/7 - Geometry Enhanced, ABC, Per. 2 (FY)",Math,161,"Diab, Amr",09,,"Donnelly, Marin",0%,B-,79.68,B-
"Hawkins, Patricia","MA3400/7 - Geometry Enhanced, ABC, Per. 2 (FY)",Math,203,"Alves, Daniel",09,,"Schneider, Cristina",0%,C+,78.74,C+
"Goodman, Janet","MA3600/1 - Honors Geometry, ABC, Per. 2 (FY)",Math,10,"Timberlake, Justin",09,,"Petzold, Alexa",0%,A,95.47,A
"Goodman, Janet","MA3600/1 - Honors Geometry, ABC, Per. 2 (FY)",Math,48,"Iniesta, Andrés",09,,"Petzold, Alexa",0%,B,83.88,B
